id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price,
9083,Blue Water Shiloh Park,0.0,Bad,"['Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Free parking']",5928 Bluewater Line Ontario,Canada,Kimberley British Columbia,"(42.58336195, -82.4488979852989)",300.0,
9084,Lakeside Cabin Rentals,0.0,Bad,[''],875 Mariners Ontario,Canada,Kimberley British Columbia,"(42.260516, -81.917799)",300.0,
9085,Maison Bleu Bed & Breakfast,0.0,Bad,[''],7767 Talbot Trail Ontario,Canada,Kimberley British Columbia,"(42.2565727173932, -82.0708734472555)",300.0,
9086,Toulinguet Inn B&B and Suites,4.5,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",56 Main St Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.6623078, -54.7780326)",300.0,
9087,White On Wood,4.0,Very good,['Air conditioning'],14 Water Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",300.0,
9088,Alphabet Fleet Inn B&B,4.5,Excellent,"['Non-smoking hotel', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi', 'Free parking', 'Breakfast included', 'Accessible rooms']",24 Toulinquet Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",300.0,
9089,Whispering Wind Cove Cottages,5.0,Excellent,[''],252 Bayview Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.617375, -54.7506699)",300.0,
9090,Tranquility Hill B & B,0.0,Bad,"['Self-Serve Laundry', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Breakfast included']",82A Black Duck Cove Rd Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",300.0,
9091,Admirals Bed & Breakfast,0.0,Bad,[''],20 Youngs Lane ,Canada,Kimberley British Columbia,"(44.4047029954446, -64.3270635293321)",300.0,
9092,Harbour Lights Inn,4.0,Very good,"['Non-smoking hotel', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Breakfast included']",189 Main Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.6547259, -54.7737673)",300.0,
9093,Rum Runner's Roost Bed & Breakfast,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Accessible rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Breakfast included', 'Kitchenette']",139 Main Stree Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",300.0,
9094,Kelsie's Inn - B & B,4.0,Very good,"['Non-smoking hotel', 'Laundry Service', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi']",14 Toulinguet Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.6428118, -54.741904)",300.0,
9095,Waterside Cabins,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Kitchenette']",115A Main Street Twillingate Newfoundland and ,Canada,Kimberley British Columbia,"(49.6623078, -54.7780326)",300.0,
9096,Twillingate Century House Bed and Breakfast,4.5,Excellent,"['Family Rooms', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Free parking', 'Breakfast included', 'Accessible rooms']",33 Main Street Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(49.6623078, -54.7780326)",300.0,
9097,Peyton's Woods RV Park and Campground,4.0,Very good,['Pets Allowed ( Dog / Pet Friendly )'],Back Harbour Road Twillingate Newfoundland and ,Canada,Kimberley British Columbia,"(49.6575059, -54.7773989)",300.0,
9098,Sunset Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)']",14 Church St. Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",300.0,
9099,Dove's Nest B&B,3.5,Very good,"['Breakfast included', 'Non-smoking hotel', 'Laundry Service', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Breakfast Available', 'Free parking', 'Public Wifi']",Drongs Hill Twillingate Newfoundland and Labrador,Canada,Kimberley British Columbia,"(53.8217327, -61.2295532)",300.0,
9100,Beach Rock Bed & Breakfast,5.0,Excellent,[''],Little Harbour ,Canada,Kimberley British Columbia,"(45.6422801, -62.5446961)",300.0,
9101,Cow Bay Pioneer Guesthouse,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Multilingual Staff', 'Free parking', 'Public Wifi', 'Kitchenette']",167 3rd Ave E Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3162148, -130.3195525)",300.0,
9102,Tall Trees Bed and Breakfast,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Free parking', 'Breakfast included']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9103,Crest Hotel,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Non-smoking rooms', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub']",222 1st Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3154979, -130.324458)",300.0,
9104,First Avenue Executive Suites,5.0,Excellent,"['Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Dry Cleaning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Free parking', 'Kitchenette']",931 1st Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3154979, -130.324458)",300.0,
9105,Enchanted Rainforest Bed and Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking rooms', 'Room service', 'Breakfast Available', 'Golf Course', 'Free parking', 'Public Wifi', 'Kitchenette']",706 Ritchie St Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3014647, -130.3326384)",300.0,
9106,Eagle Bluff Lighthouse Bed and Breakfast,4.5,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Laundry Service', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Breakfast Available', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",201 Cow Bay Rd Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3186771, -130.3189587)",300.0,
9107,Black Rooster Guesthouse,4.0,Very good,"['Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Free parking', 'Kitchenette']",501 6th Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3090044, -130.32472)",300.0,
9108,Totem Lodge Motel,4.0,Very good,"['Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Refrigerator in room', 'Microwave', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Golf Course', 'Free parking', 'Public Wifi', 'Kitchenette']",1335 Park Avenue Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3077286, -130.3341303)",300.0,
9109,Prestige Prince Rupert Hotel,3.5,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Airport transportation', 'Breakfast included', 'Concierge', 'Accessible rooms', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Golf Course', 'Public Wifi']",118 6th St Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3113172, -130.3282171)",300.0,
9110,Pillsbury Guest House,4.0,Very good,"['Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Free parking']",1 Pacific Pl Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9111,Pacific Inn & Suites Kamloops,3.5,Very good,"['Non-smoking hotel', 'Airport transportation', 'Microwave', 'Breakfast included', 'Concierge', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Multilingual Staff', 'Free parking', 'Dry Cleaning', 'Outdoor pool', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi', 'Kitchenette']",1820 Rogers Pl Kamloops British Columbia,Canada,Kimberley British Columbia,"(50.65219775, -120.370088611888)",300.0,
9112,JavaLodge,4.5,Excellent,[''],516 3rd Ave W ,Canada,Kimberley British Columbia,"(47.6434731, -122.3609198)",300.0,
9113,Moby Dick Inn,3.0,Average,"['Banquet Room', 'Bar/Lounge', 'Restaurant', 'Self-Serve Laundry', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Centre with Internet Access', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Golf Course', 'Free parking']",935 2nd Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3083491, -130.3339026)",300.0,
9114,Victory Cove Seaside Cottages,5.0,Excellent,[''], Prince Rupert British ,Canada,Kimberley British Columbia,"(54.3126572, -130.32549)",300.0,
9115,Aleeda Motel,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi', 'Kitchenette']",900 3rd Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3080793, -130.3341364)",300.0,
9116,Pioneer Inns,0.0,Bad,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Laundry Service', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Free parking']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9117,Highliner Plaza Hotel & Conference Centre,2.5,Average,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Smoking rooms available', 'Microwave', 'Banquet Room', 'Restaurant', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Golf Course', 'Public Wifi']",815 1st Ave W Prince Rupert British Columbia,Canada,Kimberley British Columbia,"(54.3154979, -130.324458)",300.0,
9118,Huckleberry Cottage,3.5,Very good,[''],445 7th Ave E ,Canada,Kimberley British Columbia,"(44.55875866, -80.93120798)",300.0,
9119,Anchor Inn Hotel,4.0,Very good,"['Bar/Lounge', 'Restaurant', 'Air conditioning', 'Non-smoking hotel', 'Business Centre with Internet Access', 'Refrigerator in room', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Breakfast Available', 'Free parking', 'Public Wifi', 'Kitchenette']",1 Water Street Little Current Ontario,Canada,Kimberley British Columbia,"(45.9804438, -81.9224709)",300.0,
9120,Service Park Bed and Breakfast,4.0,Very good,[''],445 4th Ave W ,Canada,Kimberley British Columbia,"(44.5545007, -80.946558825)",300.0,
9121,Basinview Motel,4.5,Excellent,"['Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi', 'Free parking', 'Breakfast included']",Exits 24 or 25 Approximately 5 minutes from Digb Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",300.0,
9122,Dockside Suites,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Bar/Lounge', 'Restaurant', 'Air conditioning', 'Non-smoking hotel', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",34 Water St Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6235795, -65.7561606)",300.0,
9123,Digby Pines Golf Resort & Spa,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Concierge', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Outdoor pool', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Shuttle Bus Service', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Meeting rooms', 'Room service', 'Pool', 'Golf Course']",103 Shore Rd Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6346571, -65.7616488)",300.0,
9124,Harbourview Inn,5.0,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Bar/Lounge', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Outdoor pool', 'Free High Speed Internet (WiFi)', 'Tennis Court', 'Non-smoking rooms', 'Suites', 'Pool', 'Free parking', 'Breakfast included']",25 Harbourview Road Digby Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",300.0,
9125,Cliffside B & B,5.0,Excellent,"['Non-smoking hotel', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Public Wifi', 'Free parking', 'Breakfast included']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9126,Admiral Digby Inn and Cottages,4.0,Very good,"['Bar/Lounge', 'Restaurant', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Non-smoking hotel', 'Heated pool', 'Refrigerator in room', 'Pool', 'Family Rooms', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Breakfast Available', 'Indoor pool', 'Free parking', 'Public Wifi']",441 Shore Rd Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6462009371155, -65.7578347444666)",300.0,
9127,Hedley House,4.5,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Laundry Service', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Multilingual Staff', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",375 Rr #1 Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",300.0,
9128,Come From Away B&B Inn,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Breakfast included', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi']",98 Montague Row Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6201516, -65.75460288)",300.0,
9129,Harmony Bed & Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Public Wifi', 'Free parking', 'Breakfast included', 'Accessible rooms']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9130,Whale Cove Campground & Inn,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free Internet', 'Children Activities (Kid / Family Friendly)', 'Free parking', 'Breakfast included']",50 Whale Cove Rd Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.4319128554125, -66.1635835677547)",300.0,
9131,Ocean Hillside Bed And Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Multilingual Staff', 'Free parking', 'Breakfast included']",24 Annavista Hts Digby Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",300.0,
9132,Digby Backpackers Inn,4.5,Excellent,"['Non-smoking hotel', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Golf Course', 'Free parking', 'Breakfast included']",168 Queen Street Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6254218, -65.7584863)",300.0,
9133,Summer's Country Inn,4.0,Very good,"['Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9134,Seawinds Motel,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']",90 Montaque Row Digby Nov,Canada,Kimberley British Columbia,"(58.2843833, 32.5169757)",300.0,
9135,The Villages of Mountain Gap Resort,4.0,Very good,"['Restaurant', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Suites', 'Pool', 'Microwave', 'Free parking', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9136,Siesta Motel,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Paid Wifi', 'Air conditioning', 'Refrigerator in room', 'Free Internet', 'Non-smoking rooms', 'Free parking', 'Public Wifi', 'Kitchenette']",81 Montague Row Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6192178333333, -65.7545793333333)",300.0,
9137,Shoreline Suites,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Microwave', 'Free parking']",78 Water Street Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.269661055034, -66.3305259840229)",300.0,
9138,The Breakers Bed & Breakfast,3.0,Average,"['Non-smoking hotel', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Suites', 'Golf Course', 'Free parking', 'Breakfast included']",5 Water Street Digby Nova Scotia,Canada,Kimberley British Columbia,"(44.6219354666667, -65.7557036333333)",300.0,
9139,Montague Row Bed & Breakfast,5.0,Excellent,[''],66 Montague Row ,Canada,Kimberley British Columbia,"(44.6183817, -65.7540427)",300.0,
